"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"C2IPA7SD","book","1990","Cohen, David Steven; New Jersey Ethnic Survey","America, the dream of my life: selections from the Federal Writers' Project's New Jersey Ethnic Survey","","0813515149 9780813515144 0813515157  9780813515151","","","","","1990","2015-02-17 22:00:07","2015-03-03 19:39:44","","","","","","","","America, the dream of my life","","","","","Rutgers University Press","New Brunswick","English","","","","","Open WorldCat","","jp_cite_00244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C43XR5RA","bookSection","2006","Bauman, Mark K","Role Theory and History: The Illustration of Ethnic Brokerage in the Atlanta Jewish Community in an Era of Transition and Conflict","Dixie diaspora: an anthology of southern Jewish history","0817315047 0817352910 9780817315047 9780817352912","","","","","2006","2014-03-25 16:02:52","2014-12-15 21:47:35","","","","","","","","","","","","","The University of Alabama Press","Tuscaloosa","English","","","","","Open WorldCat","","jp_cite_00095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C6IR3Z5J","book","2008","Dinkelspiel, Frances","Towers of gold: how one Jewish immigrant named Isaias Hellman created California","","9780312355265 0312355262","","","","Traces the life of the savvy capitalist and banking guru whose life reflected the development of modern California, tracing his role in the construction of such organizations as the LA Times, USC, and the Wilshire Boulevard Temple.","2008","2015-05-14 19:06:26","2015-05-14 19:06:45","","","","","","","","Towers of gold","","","","","St. Martin's Press","New York","English","","","","","Open WorldCat","","jp_cite_00332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C6UISZDH","book","1877","Ruppius, Otto; MacNamara, Emily Steinestel","The peddler. A romance of American life.","","","","","","","1877","2014-04-29 15:03:34","2014-04-29 15:03:34","","","","","","","","","","","","","Bloch & Co.","Cincinnati","English","","","","","Open WorldCat","","","<p>Listed under Robert Singerman entry, check Ruppius entry for cataloging.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C72DACXA","book","1972","Blassingame, John W.,","The slave community; plantation life in the antebellum South","","0195015797  9780195015799","","","","This volume is one of the first historical studies of slavery in the United States to be presented from the perspective of the enslaved. This work contradicted those historians who had interpreted history to suggest that African American slaves were docile and submissive who enjoyed the benefits of a paternalistic master-slave relationship on Southern plantations. Using psychology, the author analyzes fugitive slave narratives published in the 19th century to conclude that an independent culture developed among the enslaved and that there were a variety of personality types exhibited by slaves. He asserts that by concentrating on the slave owner, historians have presented a distorted view of plantation life that ""strips the slave of any meaningful and distinctive culture, family life, religion, or manhood."" ""The plantation was a battlefield where slaves fought masters for physical and psychological survival. Although unlettered, unarmed, and outnumbered, slaves fought in various ways to preserve their manhood."" This impressive and original study views the institution of slavery from a new perspective- that of the slaves themselves. The author challenges the timeworn stereotype of the slave as a passive and docile creature who lacked drive, purpose, and responsibility. He traces the development of the slave's personality traits, analyzes the patterns of resistance within the slave community, and proves conclusively that the slave had a rich cultural and family life that was deliberately kept hidden from the eyes of his white masters. Unlike the many accounts that deal with slavery from the outside, this book ventures inside the slave quarters to re-capture the slave's family life, music, religion, and folklore. Using a variety of sources, including the memoirs of former slaves, the author examines the ways that blacks became enslaved, their process of acculturation in the American South, and their deep ties to their African heritage. He shows how the slave was able to control parts of his own life while often wearing the mask of submissiveness required by the harsh realities of the plantation regime. The author draws upon psychological and sociological insights to reinterpret master-slave relationships. He includes the planter's viewpoint and the traveler's impression to create a dimensional portrait of plantation life that effectively separates mythology from historical reality. -- from Book Jacket. The personality and culture of the plantation slave are investigated from black autobiographies and other historical sources.","1972","2015-01-12 22:33:33","2015-01-12 22:33:33","","","","","","","","","","","","","Oxford University Press","New York","English","","","","","Open WorldCat","","","<p>Contextual resource looks like doesn't address peddling (generic trading mentioned).</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C7KCE5JF","journalArticle","1989","Schmier, Louis","This ""New Canaan"": The Jewish Experience in Georgia, Part I","Georgia Historical Quarterly","","00168297","","","Photographs and excerpts from reminiscences describe the experiences of Jewish immigrants to Georgia and their attempts to adjust to American culture.","Summer 1989","2014-04-07 16:19:49","2014-04-07 16:20:10","","349-363","","2","73","","Georgia Historical Quarterly","This New Canaan""","","","","","","","","","","","","EBSCOhost","","","","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=45889250&site=ehost-live&scope=cite","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9B6QFN5","book","1991","Cashin, Joan E","A family venture: men and women on the southern frontier","","0195053443  9780195053449","","","","","1991","2015-02-11 19:11:28","2015-02-11 19:11:28","","","","","","","","A family venture","","","","","Oxford University Press","New York","English","","","","","Open WorldCat","","","<p>Contextual resource, not about peddlers. Hasia's note: ""Not sure""</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAUEXT4R","bookSection","1998","Feldman, David","Was Modernity Good for the Jews","Modernity, culture, and 'the Jew'","0804730695 9780804730693 0804730709  9780804730709","","","","","1998","2015-02-17 17:56:43","2015-02-17 18:12:20","","","","","","","","","","","","","Stanford University Press","Stanford, Calif.","English","","","","","Open WorldCat","","","<p>Contextual resource without much on any form of commerce.</p>","","","","","Cheyette, Bryan; Marcus, Laura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBNVA4ZJ","journalArticle","1968","Brown, Richard H.","Nathan Adler Stops at the Bahams","New York Folklore Quarterly","","00287229","","","Discusses the murder of Jewish peddler Nathan Adler in Venice, New York, in 1849, and the subsequent trials and convictions of members of the Baham family, 1850-51.","1968-1","2014-02-24 19:38:28","2015-02-10 17:05:52","","27-43","","1","24","","New York Folklore Quarterly","","","","","","","","","","","","","EBSCOhost","","jp_cite_00193","","","http://search.ebscohost.com/login.aspx?direct=true&db=31h&AN=47304243&site=ehost-live&scope=cite","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CDNXJTTI","book","1941","Cohen, J. X.; American Jewish Congress","Jewish life in South America; a survey study for the American Jewish Congress,","","","","","","","1941","2014-10-13 19:12:30","2015-02-25 20:19:02","","","","","","","","","","","","","Bloch Pub. Co.","New York","English","","","","","Open WorldCat","","jp_cite_00012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CEAASAJV","bookSection","1952","","The Thorny Path of Jewish Immigration to South Africa","Memorial Book of Rokiskis","","","","http://www.jewishgen.org/yizkor/rokiskis/rok525.html#Page530","","1952","2014-04-29 20:04:09","2014-04-29 20:10:24","","","","","","","","","","","","","Rakishker Landsmanschaft","Johannesburg","","","","","","","","","<p>Translation of</p> <div class=""vernacular"" style=""margin: 0px; padding: 0px; font-size: 24px;"" lang=""yid"">יזכור־בוך פון ראקישאק און אומגעגנט /‏</div> <p>Yizkur-bukh fun Raḳishoḳ un umgegnṭ</p> <p>&nbsp;</p> <p>Filed (misfiled?) under S. Rubin</p>","","","","","Bakalczuk-Felin, M; Sherman, JM","","Meltzer, Rae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENCIINE","webpage","1966","Agnon, Shmuel Yosef","Three Stories: The Lady and the Peddler","","","","","https://www.commentarymagazine.com/articles/three-stories-the-lady-and-the-peddler/","","1966-12","2014-03-04 21:17:54","2014-12-08 17:04:13","2014-03-04 21:17:54","","","","","","","Commentary Magazine","","","","","","","","","","","","","","jp_cite_00026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHN9F72J","journalArticle","1990","Cherry, Robert","American Jewry and Bonacich's Middleman Minority Theory","Review of Radical American Politics","","","","","","1990","2015-02-17 17:13:50","2015-02-17 17:20:34","","158-173","","2-3","22","","","","","","","","","","","","","","","","","jp_cite_00224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CJQW3EZD","journalArticle","2001","Arkin, Marcus","In the Footsteps of Nathaniel Isaacs: A Bird's-Eye View of the Economic History of the KwaZulu-Natal Jewry","Jewish Affairs","","","","","","2001","2014-03-09 20:16:36","2015-02-02 19:13:54","","","","3","56","","","","","","","","","","English","","","","","","","jp_cite_00051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUU9N78R","document","1976","Goldberg, David J","An Historical Community Study of Wilmington Jewry, 1738-1925","","","","","","","1976","2015-04-14 16:07:45","2015-05-14 16:52:08","","","","","","","","","","","","","","","","","","","Folder 1, Box 2, Lucy Dawidowicz papers, P-675, American Jewish Historical Society","","","jp_cite_00292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
