URI (Extra in Zotero),Subject Term 1,Subject Term 2,Subject Term 3,Subject Term 4,Subject Term 5,Subject Term 6,Subject Term 7,Subject Term 8,Subject Term 9,Subject Term 10,Geographic Subject 1,Geographic Subject 2,Geographic Subject 3,Geographic Subject 4,Geographic Subject 5,Geographic Subject 6,Geographic Subject 7,Geographic Subject 8,Geographic Subject 9,Geographic Subject 10,Geographic Subject 11,Geographic Subject 12,Geographic Subject 13,Geographic Subject 14,Geographic Subject 15,Geographic Subject 16,Geographic Subject 17,Geographic Subject 18,Geographic Subject 19,Geographic Subject 20,Geographic Subject 21,Geographic Subject 22,Geographic Subject 23,Geographic Subject 24,Geographic Subject 25,Geographic Subject 26,Geographic Subject 27,Geographic Subject 28,Geographic Subject 29,Geographic Subject 30,Geographic Subject 31,Geographic Subject 32,Geographic Subject 33,Geographic Subject 34,Geographic Subject 35,Geographic Subject 36,Peddler Name 1,Peddler Name 2,Peddler Name 3,Peddler Name 4,Peddler Name 5,Peddler Name 6,Peddler Name 7,Peddler Name 8,Peddler Name 9,Peddler Name 10,Peddler Name 11,Peddler Name 12,Peddler Name 13,Peddler Name 14,Peddler Name 15,Peddler Name 16,Peddler Name 17,Peddler Name 18,Peddler Name 19,Peddler Name 20,,,,,,,,,,,,,,,,Subject Date Span
jp_cite_00403,Subsequent Commercial Careers,Routes,,,,,,,,,"Santa Fe, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spiegelberg, Solomon Jacob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840-1880
jp_cite_00404,Sponsor,Subsequent Commerical Careers,,,,,,,,,"El Paso, Texas","Cincinnati, Ohio","New York, New York","San Francisco, California","Fresno, California","Juarez, Mexico","Stropkov, Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schwartz, Adolph",Schwartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883-1900
jp_cite_00405,Routes,Transportation,Subsequent Commercial Careers,,,,,,,,Colorado,Kansas,"Las Vegas, Nevada",New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rosenwald, Emanuel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838-1888
jp_cite_00406,Wares,Transportation,Subsequent Commercial Careers,,,,,,,,"Walla Walla, Washington",Montana,Germany,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wertheimer, David","Gottlieb, Lou",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858-1868
jp_cite_00407,Sponsor,Family,Subsequent Commercial Careers,,,,,,,,"Santa Fe, New Mexico","Taos County, New Mexico","Fort Wingate, New Mexico","Fort Defiance, Arizona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gusdorf, Alexander","Staab, Zadok","Staab, Abraham","Bibo, Nathan","Bibo, Simon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1880
jp_cite_00408,Sponsor,Routes,Wares,Transportation,Non-Peddling Background,Subsequent Commercial Careers,,,,,"Minneapolis, Minnesota","St. Paul, Minnesota","Fargo, North Dakota",Poland,Russia,"Moorhead, Minnesota",Romania,"Grand Forks, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips, Zalman","Feinstein, Louis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872-1890
jp_cite_00409,Contextual Resource,Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1940
jp_cite_00410,Contextual Resource,,,,,,,,,,"Western Province, South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1902
jp_cite_00411,Contextual Resource,,,,,,,,,,Southern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865-1940
jp_cite_00412,Contextual Resource,,,,,,,,,,"South Wales, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911
jp_cite_00413,Contextual Resource,,,,,,,,,,"South Wales, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911
jp_cite_00414,Contextual Resource,,,,,,,,,,"New Brunswick, New Jersey","Paterson, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00415,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00416,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00417,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00418,Contextual Resource,,,,,,,,,,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00419,Contextual Resource,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00420,Contextual Resource,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00421,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00422,Contextual Resource,Anti-Semitic Rhetoric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00423,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00424,Contextual Resource,,,,,,,,,,Caribbean,Southern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00425,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00426,Contextual Resource,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00427,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00428,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00429,Contextual Resource,,,,,,,,,,"Woodbine, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00430,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00431,Contextual Resource,,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00432,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00433,Contextual Resource,,,,,,,,,,Southern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00434,Contextual Resource,,,,,,,,,,"Cincinnati, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00435,Contextual Resource,Subsequent Commercial Careers,Family,,,,,,,,"Eppelsheim, Germany",Minnesota,Ohio,"Chicago, Illinois","Cleveland, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schaffner, Solomon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840-1870
jp_cite_00436,Contextual Resource,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00437,Contextual Resource,Literary or Artistic Depiction,,,,,,,,,Missouri,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836-1893
jp_cite_00438,Contextual Resource,Literary or Artistic Depiction,,,,,,,,,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00439,Contextual Resource,Anti-Semitic Rhetoric,,,,,,,,,"New York, New York","Philadelphia, Pennsylvania","Chicago, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1898
jp_cite_00440,Contextual Resource,,,,,,,,,,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00441,Contextual Resource,,,,,,,,,,"Fall River, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00442,Contextual Resource,,,,,,,,,,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1920
jp_cite_00443,Contextual Resource,,,,,,,,,,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760-1945
jp_cite_00444,Contextual Resource,,,,,,,,,,Southern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00445,Contextual Resource,,,,,,,,,,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00446,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00447,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400-1400
jp_cite_00448,Contextual Resource,,,,,,,,,,Southern United States,Midwestern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00449,Contextual Resource,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500-1920
jp_cite_00450,Contextual Resource,,,,,,,,,,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800-1900
jp_cite_00451,Contextual Resource,,,,,,,,,,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00452,Contextual Resource,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00453,Contextual Resource,,,,,,,,,,Southern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933-1938
jp_cite_00454,Contextual Resource,,,,,,,,,,"Duluth, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00455,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00456,Contextual Resource,,,,,,,,,,"Chicago, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00457,Contextual Resource,,,,,,,,,,"Charleston, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911
jp_cite_00458,Contextual Resource,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930-1940
jp_cite_00459,Contextual Resource,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790-1970
jp_cite_00460,Contextual Resource,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660-1970
jp_cite_00461,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00462,Contextual Resource,Restrictions on Itinerant Commerce,,,,,,,,,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750-1914
jp_cite_00463,Contextual Resource,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800-1900
jp_cite_00464,Contextual Resource,Anti-Semitic Rhetoric,,,,,,,,,Moldova,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800-1903
jp_cite_00465,Contextual Resource,Cultural Exchange,Literary ,,,,,,,,Mississippi River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829-1887
jp_cite_00466,Contextual Resource,Cultural Exchange,,,,,,,,,"Dublin, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786-1994
jp_cite_00467,Contextual Resource,Literary or Artistic Depiction,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620-1775
jp_cite_00468,Contextual Resource,,,,,,,,,,"Cork, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820-1880
jp_cite_00469,Contextual Resource,,,,,,,,,,"Alsace, France","Cologne, Germany","Vienna, Austria","London, England","Boro Park, Brooklyn, New York","New York, New York","Jerusalem, Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798-1991
jp_cite_00470,Contextual Resource,,,,,,,,,,"Limerick, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00471,,,,,,,,,,,"Chicago, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00472,Literary or Artistic Depiction,,,,,,,,,,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wolfberg, Mosey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850-1880
jp_cite_00473,Contextual Resource,Cultural Exchange,,,,,,,,,Scandinavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00474,Contextual Resource,,,,,,,,,,Argentina,Australia,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00475,Contextual Resource,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00476,Contextual Resource,,,,,,,,,,"Coro, Venezuela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00477,Contextual Resource,,,,,,,,,,"Indianapolis, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849-1984
jp_cite_00478,Contextual Resource,Cultural Exchange,,,,,,,,,"Pedro Sula, Honduras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1939
jp_cite_00479,Contextual Resource,,,,,,,,,,"Tulsa, Oklahoma",Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00480,Contextual Resource,,,,,,,,,,"Detroit, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00481,Contextual Resource,,,,,,,,,,"Limerick, Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904
jp_cite_00482,Contextual Resource,,,,,,,,,,"New Orleans, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00483,,,,,,,,,,,"Portland, Maine","Minsk, Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silverman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00484,Subsequent Commercial Careers,Sponsor,Wares,Routes,Transportation,Victims of Crime,Anti-Semitic Rhetoric,,,,"Reading, Pennsylvania","Heidelberg, Pennsylvania","Hanover, Missouri",California,"Chillicothe, Ohio","Mitwitz, Bavaria","Cincinnati, Ohio","Mobile, Alabama","Darmstadt, Germany","Hudson Valley, New York","Baton Rouge, Louisiana","New York, New York",,,,,,,,,,,,,,,,,,,,,,,,,"Josephson, Meyer","Nathan, Benjamin","Seasongut, Jacob","Fechheimer, Marcus","Frohman, Henry","Streckfuss, G.F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758-1914
jp_cite_00485,Contextual Resource,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875-1940
jp_cite_00486,Contextual Resource,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580-1750
jp_cite_00487,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00488,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00489,Contextual Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00491,Literary or Artistic Depiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00492,Wares,Transportation,Victims of Crime,Religious Practice,Anti-Semitic Rhetoric,,,,,,"Baltimore, Maryland","Tauragė, Lithuania","Lynchburg, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cooper, David",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900-1913
jp_cite_00493,Subsequent Commercial Careers,,,,,,,,,,"Baltimore, Maryland",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hirsch, Isaac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866-1896
jp_cite_00494,Wares,Transportation,Subsequent Commercial Careers,,,,,,,,"Minneapolis, Minnesota","Hamburg, Germany","Montreal, Quebec, Canada","Theif River Falls, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fiterman, Sam","Fiterman, Charlie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1892-1920
jp_cite_00495,Contextual Resource,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800-1900
jp_cite_00496,Contextual Resource,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913-1921
jp_cite_00497,Subsequent Commercial Careers,Routes,Bartering,,,,,,,,"Rimpar, Germany","Mobile, Alabama","Montgomery, Alabama","Würzburg, Germany","Bavaria, Germany","New Orleans, Louisiana","Baiersdorf, Germany","Burgpreppach, Germany",Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lehman, Henry","Straus, Lazarus","Lehman, Emanuel","Lehman, Mayer","Löw, Seligmann","Gimbel, Adam","Seligmann, Joseph","Goldman, Marcus",,,,,,,,,,,,,,,,,,,,,,,,,,,,1840-1850
jp_cite_00498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
