Extra,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Subject Term 1,Subject Term 2,Subject Term 3,Subject Term 4,Subject Term 5,Subject Term 6,Subject Term 7,Subject Term 8,Subject Term 9,Subject Term 10,Geographic Subject 1,Geographic Subject 2,Geographic Subject 3,Geographic Subject 4,Geographic Subject 5,Geographic Subject 6,Geographic Subject 7,Geographic Subject 8,Geographic Subject 9,Geographic Subject 10,Geographic Subject 11,Geographic Subject 12,Geographic Subject 13,Geographic Subject 14,Geographic Subject 15,Geographic Subject 16,Geographic Subject 17,Geographic Subject 18,Geographic Subject 19,Geographic Subject 20,Geographic Subject 21,Geographic Subject 22,Geographic Subject 23,Geographic Subject 24,Geographic Subject 25,Geographic Subject 26,Geographic Subject 27,Geographic Subject 28,Geographic Subject 29,Geographic Subject 30,Geographic Subject 31,Geographic Subject 32,Geographic Subject 33,Geographic Subject 34,Geographic Subject 35,Geographic Subject 36,Peddler Name 1,Peddler Name 2,Peddler Name 3,Peddler Name 4,Peddler Name 5,Peddler Name 6,Peddler Name 7,Peddler Name 8,Peddler Name 9,Peddler Name 10,Peddler Name 11,Peddler Name 12,Peddler Name 13,Peddler Name 14,Peddler Name 15,Peddler Name 16,Peddler Name 17,Peddler Name 18,Peddler Name 19,Peddler Name 20,Subject Date Span,geom
jp_cite_00010,66ASCZMK,document,1904,"Austrian, Joseph",Joseph Austrian's Autobigraphical and Historical Sketches,,,,,,,1904,2/18/2014 22:33:17,5/14/2015 16:43:04,,,,,,,,,,,,,,,English,Public Domain,,"SC-598, American Jewish Archives",,,,<p>Memoir includes colorful stories of peddling in UP MI in great detail. In public domain. Copies appear to be available at multiple repositories.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Practices,Family,Wares,,,,,,,,"Wittelshofen, Germany","Chicago, Illinois","Detroit, Michigan","Ciff Mine, Michigan","Eagle River, Michigan","Hancock, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Austrian, Joseph",,,,,,,,,,,,,,,,,,,,1833-1870,POINT(1166604.7304107607 6285266.410401527)|POINT(-9754904.512583427 5142738.901800851)|POINT(-9244611.024272704 5210755.6179826)|POINT(-9830971.07985492 6003149.217172262)|POINT(-9829027.975879496 6009881.107383222)|POINT(-9860786.947924586 5962807.356290475)
jp_cite_00011,5QPFN25K,book,1958,"Cohen, Abraham B",Memories at eighty-five.,,,,,,,1958,10/13/2014 18:55:11,11/18/2014 16:19:51,,,,,,,,,,,,,A.B. Cohen,"Scranton, Pa.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Additional Careers,Business Practices,Wares,,,,,,,,"Scranton, Pennsylvania",Lithuania,"New York, New York","Newark, New Jersey","Avoca, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cohen, Abraham",,,,,,,,,,,,,,,,,,,,1892-1920,POINT(-8422701.197122319 5072852.938146744)|POINT(2658451.372124075 7394820.259211762)|POINT(-8238303.700046114 4970069.184605361)|POINT(-8256830.090826602 4973428.972454823)|POINT(-8430926.71674733 5062592.349074895)
jp_cite_00012,CDNXJTTI,book,1941,"Cohen, J. X.; American Jewish Congress","Jewish life in South America; a survey study for the American Jewish Congress,",,,,,,,1941,10/13/2014 19:12:30,2/25/2015 20:19:02,,,,,,,,,,,,,Bloch Pub. Co.,New York,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Practices,Conflict/Violence-Communal,Wares,,,,,,,,"Rio de Janeiro, Brazil",Uruguay,Argentina,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930-1941,POINT(-4805984.853781705 -2620757.201854821)|POINT(-6207824.354997578 -3832130.8244603686)|POINT(-7081775.532016912 -4638374.274438813)|POINT(-8350648.521257598 -1027437.3556249347)
jp_cite_00013,S6NA2QKG,document,1985,"Creamer, John",Letter to Richard Abeles from John Creamer (Assistant to Yates County Historian) regarding peddlers David C. and Morris B. Abeles in 1870 census,,,,,,,10/8/1985,3/4/2014 17:39:26,5/14/2015 16:43:18,,,,,,,,,,,,,,,English,,,,"Box 54B, Nathan and Theresa Berman Upper Midwest Jewish Archives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Family,Subsequent Commercial Careers,,,,,,,,Germany,"Penn Yan, New York","Waltsch, Austria","Rochester, New York","Minneapolis, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abeles, S.B.","Abeles, Joseph","Abeles, David C.","Abeles, Morris B.",,,,,,,,,,,,,,,,,1870-1882,POINT(1163458.5521707046 6650655.040248428)|POINT(-8577596.201627351 5260499.371297095)|POINT(-8639608.304701881 5336514.46167642)|POINT(-10382213.509639945 5618019.830260546)
jp_cite_00014,X8NJURI5,document,1909,"Frank, Isaac",Memoir,,,,,,,1909,10/13/2014 19:36:03,5/14/2015 16:43:30,,,,,,,,,,,,,,,eng,,,,"SC-14538, American Jewish Archives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Additional Careers,Business Practices,Conflict/Violence-Personal,Family,,,,,,,"Cleveland, Ohio","Indianapolis, Indiana","Nashville, Tennessee","Evanston, Illinois","Saint Louis, Missouri","Louisville, Kentucky","Ogdensburg, New York","High Mount, New York","Griffins Corner, New York","Fleischmanns, New York","Dimick Corner, New York","Margaretsville, New York","Andes, New York","Bloomville, New York","Kortright, New York","Roxbury, New York","Middletown, New York","Batavia, New York","Halcott, New York","Roses Brook, New York","Hobart, New York","Stamford, New York","Prattsville, New York","Lexington, New York","Delhi, New York","Pine Hill, New York","Bovina, New York","Halcott, New York","Catskill Village, New York","Saint Lawrence County, New York","Sickenhofen, Germany","Frankfurt-am-Main, Germany","Mainz, Germany","Rotterdam, Netherlands","Le Havre, France","New York, New York","Frank, Isaac","Frank, Manasse",,,,,,,,,,,,,,,,,,,1851-1909,POINT(-9094174.610276204 5086272.578710694)|POINT(-9591072.25615715 4832344.088715439)|POINT(-9660483.698991984 4323026.80501972)|POINT(-9761349.766384123 5167733.433241259)|POINT(-9546587.618412614 4615180.605424872)|POINT(-8403100.528728032 5573511.880644771)|POINT(-8292174.897440574 5182612.800928992)|POINT(-8781578.325959226 5333803.984799874)|POINT(-8296906.064854221 5184281.048154821)|POINT(-8238303.700046114 4970069.184605361)|POINT(-8309800.83599211 5183279.9235442635)|POINT(-8325117.585290849 5189323.140166877)|POINT(-8327550.339178408 5211055.145281958)|POINT(-8321923.940419925 5221498.143676424)|POINT(-8299393.710382684 5206087.161897542)|POINT(-8284723.126200112 5078339.986705851)|POINT(-8703794.544222996 5311685.025709628)|POINT(-8290631.3747772975 5192518.815459246)|POINT(-8314499.475850553 5209920.165920412)|POINT(-8312274.366209143 5216787.352087782)|POINT(-8306027.884491179 5222187.984227199)|POINT(-8285849.8909538165 5208240.480400646)|POINT(-8278321.275868871 5197053.174839714)|POINT(-8339610.369982748 5202734.968399615)|POINT(-8291092.604823436 5180944.786393183)|POINT(-8318551.8838011315 5201439.55291737)|POINT(-8290631.3747772975 5192518.815459246)|POINT(-8222566.69740579 5193587.245739764)|POINT(-8341192.37579399 5534928.057936594)|POINT(993990.3235097377 6437573.124876312)|POINT(966489.9231121482 6465507.800238679)|POINT(918079.9597477037 6445039.704070017)|POINT(498458.9017391058 6786471.157913723)|POINT(12014.60132015478 6359165.778041243)|POINT(-8238303.700046114 4970069.184605361)
jp_cite_00015,WRE2G5NK,document,,"Hirsch, Aaron",Memoir,,,,,,,,10/14/2014 14:59:37,5/14/2015 16:43:39,,,,,,,,,,,,,,,eng,,,,"SC-5022, American Jewish Archives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business Practices,Cultural Exchange,,,,,,,,,"Paris, France","New Orleans, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hirsch, Aaron",,,,,,,,,,,,,,,,,,,,1840-1870,POINT(261848.1441043369 6250566.717368069)|POINT(-10026717.109210163 3497261.357386173)
jp_cite_00016,SNI9HBWZ,webpage,2012,"Abbey, Alan D.",Vermont retailer Louis R. Mazel dies at 99,Jewish Telegraphic Agency,,,,http://www.jta.org/2012/04/10/news-opinion/obituaries/vermont-retailer-louis-r-mazel-dies-at-99,"Louis R. Mazel, who developed Vermont’s first local, discount department store, and who was a longtime prominent member of Burlington’s business and philanthropic communities, died March 28 at 99. [[READMORE]] One of that relatively rare breed, a native-born Jewish Vermonter, Mazel began working in the family-owned department store, Mazel’s, in Burlington, as a teenager. Mazel’s...",4/10/2012,3/4/2014 17:19:13,12/1/2014 18:26:33,3/4/2014 17:19:13,,,,,,,,,,,,,,,,,,,,,,,http://www.jta.org/2012/04/10/news-opinion/obituaries/vermont-retailer-louis-r-mazel-dies-at-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,Family,,,,,,,,,Russia,"Burlington, Vermont","New York, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mazel, Morris",,,,,,,,,,,,,,,,,,,,1880-1960,POINT(11724030.287269026 8747149.047572464)|POINT(-8149930.573826002 5539383.87874037)|POINT(-8238303.700046114 4970069.184605361)
jp_cite_00017,C22CQGKZ,journalArticle,1968,"Abrahamson, Abraham; Mihm, Friedrich",Interesting Accounts of the Travels of Abraham Abrahamson to America and Especially to the Gold Mines of California and Australia,Western States Jewish Historical Quarterly,,,,,,1968,12/1/2014 19:03:51,12/1/2014 19:09:13,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,"Toeppen, Marlene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Non-commercial Careers,Sponsor,,,,,,,,,Germany,"Boston, Massachusetts","New York, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abrahamson, Abraham",,,,,,,,,,,,,,,,,,,,1840-1860,POINT(1163458.5521707046 6650655.040248428)|POINT(-7910238.3479711665 5215071.602551562)|POINT(-8238303.700046114 4970069.184605361)
jp_cite_00018,I2RG3A3B,bookSection,1999,"Schmier, Louis","For Him, The ""Schwartzers"" Couldn't Do Enough: A Jewish Peddler and His Black Customers Look at Each Other",Strangers & neighbors: relations between Blacks & Jews in the United States,1558492356  9781558492356  1558492364  9781558492363,,,,,1999,3/4/2014 20:08:29,2/2/2015 17:33:41,,,,,,,,,,,,,University of Massachusetts Press,Amherst,English,,,,,Open WorldCat,,,,,,,"Adams, Maurianne; Bracey, John H",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation,Wares,Family,Cultural Exchange,Religious Practices,,,,,,"Baisagala, Lithuania","Seduva, Lithuania","Memel, Lithuania","Hamburg, Germany","New York, New York","Georgia, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pearlman, David","Morris, Samuel",,,,,,,,,,,,,,,,,,,1884-1916,POINT(2642047.10932408 7486742.630362636)|POINT(2644653.655200642 7508408.118746683)|POINT(2353770.4156710566 7499575.362082344)|POINT(1112491.5689711454 7085591.386839138)|POINT(-8238303.700046114 4970069.184605361)|POINT(-9228394.145571535 3785070.7896179464)
jp_cite_00019,KIRK4EX3,thesis,1939,"Adatto, Albert",Sephardim and the Seattle Sephardic Community,,,,,,,1939,3/4/2014 20:49:46,4/8/2015 18:09:50,,,,,,,,,,,,,University of Washington,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,,,,,,,,,,"Marmara, Turkey","Seattle, Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calvo, Solomo",,,,,,,,,,,,,,,,,,,,1903-1920,POINT(3065662.132550599 4953231.582601184)|POINT(-13617943.827247057 6041590.385093927)
jp_cite_00020,XKHHBG57,book,1941,"Adler, Cyrus","I have considered the days,",,,,,,,1941,2/18/2014 22:28:55,12/1/2014 21:21:56,,,,,,,,,,,,,Jewish Publication Society of America,Philadelphia,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,,,,,,,,,,"Oklahoma, USA","Arkansas, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830-1839,POINT(-10855479.062900035 4227603.64496756)|POINT(-10222672.931277724 4191236.7119106073)
jp_cite_00021,43EFNGJC,book,1905,"Adler, Elkan Nathan; Jewish Publication Society of America",Jews in many lands,,,,,,,1905,3/4/2014 20:51:47,12/1/2014 21:26:23,,,,,,,,,,,,,The Jewish Publication Society of America,Philadelphia,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,Wares,,,,,,,,,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880-1905,POINT(-7081775.532016912 -4638374.274438813)
jp_cite_00022,N64G2UBI,journalArticle,1966,"Adler, Della Rubinstein",Immigrants in Buffalo,American Jewish Archives,,,,http://americanjewisharchives.org/publications/journal/PDF/1966_18_01_00_doc_adler.pdf,,4/1/1966,3/4/2014 20:53:49,12/1/2014 22:09:12,,,,1,18,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Subsequent Non-commercial Careers,Religious Practice,Family,Transportation,Sponsor,Routes,,,,"Volkovisk, Lithuania","New York, New York","Buffalo, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mayerberg, Jacob H.","Rubenstein, Louis","Cohn, Sholem",Levine,,,,,,,,,,,,,,,,,1867-1900,POINT(2720893.5803151233 7011096.936360514)|POINT(-8238303.700046114 4970069.184605361)|POINT(-8780699.859329702 5294703.831860124)
jp_cite_00023,7R5X72W2,book,1850,,"Particulars of the murder of Nathan Adler: on the night of November sixth, 1849 in Venice, Cayuga County, N.Y. : including the whole testimony taken by the coroner and the inquisition and arrest of the three Bahams.",,,,,,,1850,3/4/2014 20:58:18,12/1/2014 22:18:29,,,,,,,,Particulars of the murder of Nathan Adler,,,,,Finn & Rockwell,"Auburn, N.Y.",English,,,,,Open WorldCat,,"<p>Worth considering including. Testimony from murder trial, provides example of danger in peddling, but in the process illuminates details of peddler's normal operations. HD copy came from American Jewish Archives, but N-YHS and several NYC law libraries also have copies.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victims of Crime,Wares,Sponsor,Routes,,,,,,,"Aurora, New York","Venice, New York","Auburn, New York","Syracuse, New York","Genoa, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adler, Nathan","Adler, Benjamin","Adler, Charles",,,,,,,,,,,,,,,,,,1848-1850,POINT(-8538477.508428724 5274596.581110886)|POINT(-8523949.52451384 5268036.760894565)|POINT(-8523294.019692395 5301586.754563673)|POINT(-8476692.508247329 5319299.391249349)|POINT(-8519923.399095032 5261550.942916972)
jp_cite_00024,VUWFMA6W,book,1972,"Adler, Frank J","Roots in a moving stream; the centennial history of Congregation B'nai Jehudah of Kansas City, 1870-1970",,,,,,,1972,3/4/2014 21:16:33,12/1/2014 22:44:38,,,,,,,,,,,,,"The Temple, Congregation B'nai Jehudah","Kansas City, Mo.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contextual Resource,,,,,,,,,,Bavaria,"Louisville, Kentucky","Ottumwa, Iowa","Saint Joseph, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Feinman, B.A.",,,,,,,,,,,,,,,,,,,,1850-1870,POINT(1279939.2041591578 6239379.179002355)|POINT(-9546587.618412614 4615180.605424872)|POINT(-10286845.144543003 5014706.268813065)|POINT(-10558284.23088233 4832207.198946544)
jp_cite_00025,PNUC9EPX,book,1960,"Adler, Selig; Connolly, Thomas Edmund","From Ararat to suburbia; the history of the Jewish community of Buffalo,",,,,,,,1960,2/18/2014 22:52:07,12/2/2014 15:55:26,,,,,,,,,,,,,Jewish Publication Society of America,Philadelphia,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sponsor,Family,Transportation,Wares,Religious Practices,Subsequent Commercial Careers,,,,,"Buffalo, New York",Poland,Germany,"New York, New York","Philadelphia, Pennsylvania","Lipno, Poland","Alsace, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips, Samuel","Kohn, Abraham","Bernstein, Aaron","Friedman, Moses","Gumbinsky, Louis","Haas, Abraham","Levi, David","Levi, Isaac","Levi, Moses","Wile, Mayer","Barman, Abraham M.","Weill, Henry",,,,,,,,,1830-1900,POINT(-8780699.859329702 5294703.831860124)|POINT(2131226.7903913013 6785571.89784786)|POINT(1163458.5521707046 6650655.040248428)|POINT(-8238303.700046114 4970069.184605361)|POINT(-8367354.181578875 4859054.290881913)|POINT(2134931.1468220153 6954221.204524129)|POINT(828397.8053716389 6159952.749614191)
jp_cite_00026,CENCIINE,webpage,1966,"Agnon, Shmuel Yosef",Three Stories: The Lady and the Peddler,,,,,https://www.commentarymagazine.com/articles/three-stories-the-lady-and-the-peddler/,,12/1/1966,3/4/2014 21:17:54,12/8/2014 17:04:13,3/4/2014 21:17:54,,,,,,,Commentary Magazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Literary or Artistic Depiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jp_cite_00027,IS8V87NW,book,1922,"Agresti, Olivia Rossetti","David Lubin; a study in practical idealism,",,,,,,,1922,3/4/2014 21:28:04,12/2/2014 16:37:14,,,,,,,,,,,,,"Little, Brown",Boston,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Non-commercial Careers,,,,,,,,,,"Klodowa, Poland","New Orleans, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lubin, David",,,,,,,,,,,,,,,,,,,,1849-1920,POINT(2105437.6711295913 6846231.243987083)|POINT(-10026717.109210163 3497261.357386173)
jp_cite_00028,I2T5UW5V,journalArticle,1949,"Ain, Abraham",Swizlocz: Portrait of a Jewish Community in Eastern Europe,YIVO Annual of Jewish Social Science,,,,,,1949,3/4/2014 21:29:50,12/2/2014 16:48:42,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wares,Bartering,,,,,,,,,"Swislocz, Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2682162.178756862 6989624.289915697)
jp_cite_00029,PCE6SS2E,book,1983,"Aizenberg, Isidoro","La Comunidad judía de Coro, 1824-1900: una historia",,,,,,,1983,3/9/2014 18:43:24,12/2/2014 16:56:01,,,,,,,,"La Comunidad judía de Coro, 1824-1900",,,,,Biblioteca de Autores y Temas Falconianos,Caracas,Spanish,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anti-Semitic Rhetoric,Subsequent Commercial Careers,Victims of Crime,,,,,,,,Curacao,"Coro, Venezuela","Caracas, Venezuela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nunez, Miguel",,,,,,,,,,,,,,,,,,,,1824-1900,POINT(-7679933.895148705 1365012.6660205473)|POINT(-7756857.19948512 1276886.423097875)|POINT(-7436555.925482013 1172015.606076617)
jp_cite_00030,QPFVEZNZ,book,1992,"Alderman, Geoffrey",Modern British Jewry,,0198201451 9780198201458,,,,,1992,3/9/2014 18:44:30,12/2/2014 17:03:42,,,,,,,,,,,,,Clarendon Press ; Oxford University Press,Oxford [England]; New York,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restrictions on Itinerant Commerce,Subsequent Commercial Careers,Religious Practice,,,,,,,,"Glamorganshire, United Kingdom","Monmothshire, United Kingdom",Poland,"Birmingham, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700-1850,POINT(-380169.0408587358 6700275.191478522)|POINT(-320146.45085533516 6759531.411609656)|POINT(2131226.7903913013 6785571.89784786)|POINT(-210438.4766858019 6888526.480298655)
jp_cite_00031,6R4JGBIZ,document,,"Tropp, Mina",Aiken Materials - Photocopies from Winthop U Archives,,,,,,,,3/9/2014 18:52:03,4/8/2015 19:35:49,,,,,,,,,,,,,,,,,,,,,,"<p>Incomplete citation. Memoir/manuscript includes several mentions of peddlers.</p> <p>OH transcript with Mina Tropp could be worth requesting to determine if there is more info on peddlers. Winthrop University Archives.</p> <p>&nbsp;</p> <p>Filed under ""Aiken Materials""</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victims of Crime,Subsequent Commercial Careers,Transportation,,,,,,,,Poland,"Aiken, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surasky, Solomon","Surasky, Sam","Surasky, Abraham",,,,,,,,,,,,,,,,,,1880-1920,POINT(2131226.7903913013 6785571.89784786)|POINT(-9096979.05994347 3969928.367944683)
jp_cite_00032,ISH3NIHW,bookSection,1945,,Passover in a Village,"Yisröel, the Jewish omnibus,",,,,,,1945,3/9/2014 19:11:08,12/2/2014 20:29:46,,,,,,,,,,,,,J. Clarke,London,English,,,,,Open WorldCat,,,,,,,"Leftwich, Joseph; Aleichem, Shalom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Literary or Artistic Depiction,Wares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870-1900,
jp_cite_00033,GAVGG46B,bookSection,1945,,A Share in the Hereafter,"Yisröel, the Jewish omnibus,",,,,,,1945,12/2/2014 21:09:03,12/2/2014 21:09:44,,,,,,,,,,,,,J. Clarke,London,English,,,,,Open WorldCat,,,,,,,"Leftwich, Joseph; Nordau, Max",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Literary or Artistic Depiction,Wares,,,,,,,,,"Leszno, Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870-1900,POINT(1847208.3010314584 6771604.785673415)
jp_cite_00034,G65WMKWR,book,2001,"Alexander, Daniel Bernard",Congregation Gates of Prayer: 150 years of service to the Jewish community,,,,,,"""A narrative account of the history of Congregation Gates of Prayer from a humble beginning in 1850 to its development as a viable and active congregation ascribing to the principles of the American Reform Jewish movement. One hundred and fifty years have passed since formation of the congregation in Faubourg Lafayette. Later it moved to a more up-to-date facility on Napoleon Avenue, and, in 1974, it constructed an enlarged religious complex on West Esplanade Avenue in Metairie, Louisiana.""--Foreword, p. 5.",2001,3/9/2014 19:12:25,12/2/2014 21:14:00,,,,,,,,Congregation Gates of Prayer,,,,,Congregation Gates of Prayer,"Metairie, La.",English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,,,,,,,,,,"Hesse-Darmstadt, Germany","New Orleans, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Heidenheim, Moses",,,,,,,,,,,,,,,,,,,,1826-1890,POINT(963046.3882483265 6424280.482971048)|POINT(-10026717.109210163 3497261.357386173)
jp_cite_00035,IWTNVEJZ,journalArticle,1990,"Alexander, Irving",Jewish Merchants in the Coalfields,,,,,,,Spring 1990,3/9/2014 19:23:32,12/2/2014 21:17:01,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subsequent Commercial Careers,Wares,Transportation,Cultural Exchange,,,,,,,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-8956198.788007708 4664197.77549558)
jp_cite_00036,WI38AE8K,book,1990,"Alpert, Jordan","The Alperts and Cohens of Bangor, Maine",,,,,,,1990,3/9/2014 19:26:18,12/2/2014 22:02:38,,,,,,,,,,,,,Jordan S. Alpert,San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-peddling Background,Subsequent Commercial Careers,Transportation,Routes,Bartering,Wares,,,,,"Viliya, Ukraine","Boston, Massachusetts","Dauhinava, Belarus","Bangor, Maine","Duni?owicze, Belarus","Sangerville, Maine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alperowitz, Simon (Shimsel)","Cohen, Nathan","Cohen, Samuel","Cohen, Max","Cohen, Jacob","Epstein, Hyman",,,,,,,,,,,,,,,1870-1925,POINT(2923307.9032027833 6479873.754342606)|POINT(-7910238.3479711665 5215071.602551562)|POINT(3059430.6344360956 7294232.422056328)|POINT(-7656311.209024816 5590275.7938848585)|POINT(3032528.4983777935 7376489.765070642)|POINT(-7720821.210152909 5647471.020612768)
